record_id,project_id,category,amount_kpy,status,accrual_month,payment_due_month,input_timestamp,confirmed_timestamp,vendor_name
CST-01604,PRJ-0153,材料費,56023,確定請求,2025-03,2025-04,2025-04-01T00:00:00,2025-04-02T00:00:00,資材メーカーA
CST-01605,PRJ-0163,外注費,96857,現場見込み,2025-04,2025-05,2025-04-18T00:00:00,,協力業者F社
CST-01606,PRJ-0182,外注費,85850,確定請求,2023-06,2023-07,2023-06-26T00:00:00,2023-07-01T00:00:00,資材メーカーH
CST-01607,PRJ-0193,外注費,47948,口頭発注,2025-03,2025-04,2025-03-14T00:00:00,,資材メーカーC
CST-01608,PRJ-0152,外注費,65216,確定請求,2026-04,2026-05,2026-04-29T00:00:00,2026-05-02T00:00:00,協力業者N社
CST-01609,PRJ-0081,外注費,117093,現場見込み,2025-06,2025-07,2025-06-12T00:00:00,,協力業者L社
CST-01610,PRJ-0100,経費,7769,確定請求,2026-02,2026-03,2026-02-14T00:00:00,2026-02-16T00:00:00,協力業者G社
CST-01611,PRJ-0042,労務費,41896,確定請求,2025-12,2026-01,2025-12-24T00:00:00,2025-12-24T00:00:00,協力業者D社
CST-01612,PRJ-0044,外注費,4003,確定請求,2024-06,2024-07,2024-06-26T00:00:00,2024-06-29T00:00:00,資材メーカーJ
CST-01613,PRJ-0164,材料費,150557,確定請求,2025-07,2025-08,2025-07-31T00:00:00,2025-08-04T00:00:00,協力業者A社
CST-01614,PRJ-0169,外注費,44295,確定請求,2024-09,2024-10,2024-09-07T00:00:00,2024-09-10T00:00:00,協力業者G社
CST-01615,PRJ-0090,外注費,25077,確定請求,2025-01,2025-02,2025-01-25T00:00:00,2025-01-27T00:00:00,資材メーカーH
CST-01616,PRJ-0023,材料費,97655,現場見込み,2026-04,2026-05,2026-04-22T00:00:00,,協力業者E社
CST-01617,PRJ-0038,経費,86634,確定請求,2024-02,2024-03,2024-02-24T00:00:00,2024-02-25T00:00:00,資材メーカーB
CST-01618,PRJ-0181,外注費,38130,確定請求,2023-12,2024-01,2023-12-24T00:00:00,2023-12-29T00:00:00,協力業者O社
CST-01619,PRJ-0065,外注費,51885,確定請求,2026-06,2026-07,2026-06-14T00:00:00,2026-06-16T00:00:00,協力業者D社
CST-01620,PRJ-0199,外注費,44704,確定請求,2025-02,2025-03,2025-02-14T00:00:00,2025-02-14T00:00:00,資材メーカーB
CST-01621,PRJ-0175,経費,68983,口頭発注,2025-03,2025-04,2025-03-15T00:00:00,,協力業者O社
CST-01622,PRJ-0192,労務費,13172,確定請求,2024-01,2024-02,2024-01-27T00:00:00,2024-01-27T00:00:00,協力業者Q社
CST-01623,PRJ-0076,労務費,51060,現場見込み,2025-09,2025-10,2025-09-29T00:00:00,,資材メーカーE
CST-01624,PRJ-0200,外注費,39709,確定請求,2025-05,2025-06,2025-05-25T00:00:00,2025-05-27T00:00:00,資材メーカーI
CST-01625,PRJ-0125,外注費,62684,口頭発注,2023-11,2023-12,2023-11-16T00:00:00,,協力業者G社
CST-01626,PRJ-0181,材料費,27040,確定請求,2024-04,2024-05,2024-04-24T00:00:00,2024-04-27T00:00:00,協力業者R社
CST-01627,PRJ-0085,材料費,15912,確定請求,2024-08,2024-09,2024-08-12T00:00:00,2024-08-13T00:00:00,協力業者D社
CST-01628,PRJ-0050,外注費,42081,口頭発注,2024-01,2024-02,2024-01-17T00:00:00,,協力業者I社
CST-01629,PRJ-0051,労務費,55714,確定請求,2025-02,2025-03,2025-03-04T00:00:00,2025-03-08T00:00:00,協力業者T社
CST-01630,PRJ-0167,外注費,9050,確定請求,2025-11,2025-12,2025-11-12T00:00:00,2025-11-14T00:00:00,協力業者G社
CST-01631,PRJ-0089,外注費,67223,確定請求,2025-07,2025-08,2025-07-11T00:00:00,2025-07-12T00:00:00,協力業者K社
CST-01632,PRJ-0078,労務費,42632,口頭発注,2025-05,2025-06,2025-05-19T00:00:00,,協力業者S社
CST-01633,PRJ-0149,経費,4027,確定請求,2024-05,2024-06,2024-05-25T00:00:00,2024-05-29T00:00:00,協力業者C社
CST-01634,PRJ-0146,外注費,89951,現場見込み,2026-06,2026-07,2026-06-09T00:00:00,,協力業者R社
CST-01635,PRJ-0122,外注費,64771,確定請求,2025-03,2025-04,2025-03-06T00:00:00,2025-03-09T00:00:00,協力業者E社
CST-01636,PRJ-0118,材料費,19019,現場見込み,2025-04,2025-05,2025-04-19T00:00:00,,資材メーカーB
CST-01637,PRJ-0160,外注費,4583,確定請求,2025-08,2025-09,2025-08-21T00:00:00,2025-08-21T00:00:00,協力業者M社
CST-01638,PRJ-0084,材料費,31837,確定請求,2025-08,2025-09,2025-08-11T00:00:00,2025-08-16T00:00:00,協力業者M社
CST-01639,PRJ-0156,労務費,39989,口頭発注,2025-08,2025-09,2025-08-27T00:00:00,,資材メーカーI
CST-01640,PRJ-0044,外注費,5065,確定請求,2024-10,2024-11,2024-10-20T00:00:00,2024-10-24T00:00:00,資材メーカーG
CST-01641,PRJ-0051,労務費,79820,現場見込み,2025-08,2025-09,2025-08-23T00:00:00,,協力業者J社
CST-01642,PRJ-0018,材料費,16138,確定請求,2024-05,2024-06,2024-06-09T00:00:00,2024-06-09T00:00:00,資材メーカーC
CST-01643,PRJ-0031,材料費,2272,確定請求,2024-08,2024-09,2024-08-07T00:00:00,2024-08-07T00:00:00,協力業者S社
CST-01644,PRJ-0142,労務費,133676,口頭発注,2023-12,2024-01,2024-01-03T00:00:00,,資材メーカーF
CST-01645,PRJ-0082,経費,15896,口頭発注,2025-08,2025-09,2025-08-15T00:00:00,,協力業者O社
CST-01646,PRJ-0016,経費,14484,確定請求,2027-01,2027-02,2027-01-15T00:00:00,2027-01-16T00:00:00,協力業者P社
CST-01647,PRJ-0164,材料費,144836,口頭発注,2025-01,2025-02,2025-01-28T00:00:00,,資材メーカーH
CST-01648,PRJ-0168,外注費,71189,現場見込み,2025-06,2025-07,2025-06-20T00:00:00,,資材メーカーJ
CST-01649,PRJ-0163,外注費,78638,確定請求,2025-04,2025-05,2025-04-17T00:00:00,2025-04-19T00:00:00,協力業者F社
CST-01650,PRJ-0174,経費,59552,口頭発注,2024-05,2024-06,2024-05-22T00:00:00,,協力業者P社
CST-01651,PRJ-0112,労務費,28490,確定請求,2023-09,2023-10,2023-09-24T00:00:00,2023-09-26T00:00:00,協力業者P社
CST-01652,PRJ-0051,労務費,88614,確定請求,2025-10,2025-11,2025-10-22T00:00:00,2025-10-24T00:00:00,協力業者O社
CST-01653,PRJ-0062,外注費,28758,現場見込み,2025-10,2025-11,2025-10-18T00:00:00,,協力業者T社
CST-01654,PRJ-0100,労務費,7555,口頭発注,2025-11,2025-12,2025-11-10T00:00:00,,協力業者Q社
CST-01655,PRJ-0162,材料費,25639,現場見込み,2026-01,2026-02,2026-01-05T00:00:00,,資材メーカーG
CST-01656,PRJ-0019,労務費,4342,現場見込み,2024-02,2024-03,2024-02-19T00:00:00,,協力業者R社
CST-01657,PRJ-0086,外注費,79888,現場見込み,2024-02,2024-03,2024-03-08T00:00:00,,協力業者R社
CST-01658,PRJ-0117,労務費,68058,確定請求,2024-04,2024-05,2024-05-03T00:00:00,2024-05-04T00:00:00,協力業者S社
CST-01659,PRJ-0039,外注費,59021,確定請求,2024-08,2024-09,2024-09-04T00:00:00,2024-09-05T00:00:00,協力業者H社
CST-01660,PRJ-0168,外注費,84888,確定請求,2025-08,2025-09,2025-08-12T00:00:00,2025-08-14T00:00:00,協力業者M社
CST-01661,PRJ-0144,外注費,16742,確定請求,2024-12,2025-01,2024-12-19T00:00:00,2024-12-22T00:00:00,資材メーカーG
CST-01662,PRJ-0027,労務費,89261,確定請求,2026-04,2026-05,2026-05-02T00:00:00,2026-05-06T00:00:00,協力業者S社
CST-01663,PRJ-0179,外注費,58247,現場見込み,2025-07,2025-08,2025-07-23T00:00:00,,協力業者F社
CST-01664,PRJ-0039,外注費,82763,確定請求,2024-10,2024-11,2024-11-05T00:00:00,2024-11-08T00:00:00,資材メーカーJ
CST-01665,PRJ-0061,経費,93737,確定請求,2023-08,2023-09,2023-08-24T00:00:00,2023-08-27T00:00:00,協力業者S社
CST-01666,PRJ-0179,労務費,78460,口頭発注,2025-10,2025-11,2025-10-23T00:00:00,,協力業者R社
CST-01667,PRJ-0109,外注費,2628,確定請求,2025-06,2025-07,2025-06-28T00:00:00,2025-06-30T00:00:00,協力業者O社
CST-01668,PRJ-0174,外注費,88825,確定請求,2024-05,2024-06,2024-05-18T00:00:00,2024-05-18T00:00:00,協力業者C社
CST-01669,PRJ-0039,外注費,117738,口頭発注,2024-09,2024-10,2024-10-08T00:00:00,,資材メーカーG
CST-01670,PRJ-0177,外注費,32465,確定請求,2025-08,2025-09,2025-08-21T00:00:00,2025-08-23T00:00:00,資材メーカーG
CST-01671,PRJ-0162,外注費,38912,確定請求,2026-04,2026-05,2026-04-05T00:00:00,2026-04-05T00:00:00,資材メーカーA
CST-01672,PRJ-0121,外注費,67514,口頭発注,2024-03,2024-04,2024-03-25T00:00:00,,資材メーカーG
CST-01673,PRJ-0126,外注費,39386,確定請求,2026-02,2026-03,2026-02-03T00:00:00,2026-02-04T00:00:00,資材メーカーI
CST-01674,PRJ-0098,外注費,75635,現場見込み,2025-09,2025-10,2025-09-19T00:00:00,,協力業者O社
CST-01675,PRJ-0152,労務費,51402,確定請求,2026-05,2026-06,2026-05-27T00:00:00,2026-05-31T00:00:00,協力業者M社
CST-01676,PRJ-0148,外注費,40226,確定請求,2027-03,2027-04,2027-03-24T00:00:00,2027-03-29T00:00:00,協力業者G社
CST-01677,PRJ-0112,外注費,22188,確定請求,2024-06,2024-07,2024-06-16T00:00:00,2024-06-21T00:00:00,協力業者J社
CST-01678,PRJ-0128,外注費,44981,確定請求,2024-06,2024-07,2024-06-21T00:00:00,2024-06-26T00:00:00,資材メーカーJ
CST-01679,PRJ-0192,外注費,15303,確定請求,2024-03,2024-04,2024-04-03T00:00:00,2024-04-03T00:00:00,協力業者C社
CST-01680,PRJ-0065,外注費,70148,確定請求,2026-07,2026-08,2026-08-05T00:00:00,2026-08-06T00:00:00,協力業者Q社
CST-01681,PRJ-0153,外注費,37559,確定請求,2025-02,2025-03,2025-02-15T00:00:00,2025-02-19T00:00:00,協力業者B社
CST-01682,PRJ-0004,労務費,9721,確定請求,2024-07,2024-08,2024-08-08T00:00:00,2024-08-10T00:00:00,協力業者A社
CST-01683,PRJ-0058,材料費,41763,現場見込み,2024-12,2025-01,2024-12-08T00:00:00,,資材メーカーH
CST-01684,PRJ-0198,材料費,56573,現場見込み,2024-07,2024-08,2024-07-11T00:00:00,,協力業者H社
CST-01685,PRJ-0042,外注費,28518,確定請求,2026-05,2026-06,2026-05-09T00:00:00,2026-05-14T00:00:00,協力業者S社
CST-01686,PRJ-0189,外注費,15079,確定請求,2026-04,2026-05,2026-04-09T00:00:00,2026-04-12T00:00:00,資材メーカーC
CST-01687,PRJ-0138,材料費,29507,確定請求,2024-07,2024-08,2024-07-19T00:00:00,2024-07-20T00:00:00,協力業者N社
CST-01688,PRJ-0166,外注費,11904,口頭発注,2026-06,2026-07,2026-06-11T00:00:00,,協力業者P社
CST-01689,PRJ-0176,労務費,33717,確定請求,2025-02,2025-03,2025-02-08T00:00:00,2025-02-10T00:00:00,協力業者R社
CST-01690,PRJ-0183,外注費,106184,確定請求,2026-10,2026-11,2026-10-06T00:00:00,2026-10-11T00:00:00,協力業者E社
CST-01691,PRJ-0101,労務費,33191,確定請求,2024-07,2024-08,2024-07-08T00:00:00,2024-07-08T00:00:00,協力業者E社
CST-01692,PRJ-0096,材料費,59232,口頭発注,2025-09,2025-10,2025-09-14T00:00:00,,協力業者E社
CST-01693,PRJ-0094,外注費,4323,確定請求,2024-08,2024-09,2024-08-25T00:00:00,2024-08-26T00:00:00,協力業者E社
CST-01694,PRJ-0173,外注費,15712,確定請求,2024-11,2024-12,2024-11-24T00:00:00,2024-11-29T00:00:00,資材メーカーH
CST-01695,PRJ-0191,労務費,13143,確定請求,2027-02,2027-03,2027-02-27T00:00:00,2027-03-02T00:00:00,協力業者T社
CST-01696,PRJ-0003,労務費,11956,確定請求,2025-05,2025-06,2025-05-26T00:00:00,2025-05-29T00:00:00,協力業者N社
CST-01697,PRJ-0089,労務費,58681,確定請求,2025-01,2025-02,2025-01-22T00:00:00,2025-01-23T00:00:00,協力業者L社
CST-01698,PRJ-0009,材料費,41245,確定請求,2023-09,2023-10,2023-09-03T00:00:00,2023-09-07T00:00:00,協力業者T社
CST-01699,PRJ-0150,外注費,5224,確定請求,2025-06,2025-07,2025-06-18T00:00:00,2025-06-23T00:00:00,資材メーカーH
CST-01700,PRJ-0079,労務費,98792,確定請求,2024-10,2024-11,2024-10-08T00:00:00,2024-10-12T00:00:00,協力業者I社
CST-01701,PRJ-0149,経費,6049,確定請求,2024-12,2025-01,2024-12-15T00:00:00,2024-12-15T00:00:00,協力業者L社
CST-01702,PRJ-0137,労務費,41861,確定請求,2024-10,2024-11,2024-10-18T00:00:00,2024-10-18T00:00:00,協力業者P社
CST-01703,PRJ-0200,労務費,51340,現場見込み,2025-04,2025-05,2025-04-23T00:00:00,,協力業者P社
CST-01704,PRJ-0191,外注費,17648,口頭発注,2026-05,2026-06,2026-05-19T00:00:00,,資材メーカーD
CST-01705,PRJ-0094,外注費,1465,現場見込み,2024-03,2024-04,2024-03-24T00:00:00,,協力業者O社
CST-01706,PRJ-0113,外注費,91801,確定請求,2024-07,2024-08,2024-08-08T00:00:00,2024-08-08T00:00:00,協力業者Q社
CST-01707,PRJ-0105,材料費,42147,確定請求,2024-04,2024-05,2024-04-06T00:00:00,2024-04-11T00:00:00,協力業者P社
CST-01708,PRJ-0178,外注費,65453,現場見込み,2027-04,2027-05,2027-04-24T00:00:00,,資材メーカーF
CST-01709,PRJ-0014,材料費,34250,現場見込み,2025-12,2026-01,2025-12-27T00:00:00,,協力業者T社
CST-01710,PRJ-0135,外注費,5621,確定請求,2025-04,2025-05,2025-04-11T00:00:00,2025-04-14T00:00:00,協力業者R社
CST-01711,PRJ-0044,労務費,3464,確定請求,2024-08,2024-09,2024-09-05T00:00:00,2024-09-09T00:00:00,協力業者Q社
CST-01712,PRJ-0093,材料費,10082,確定請求,2023-11,2023-12,2023-11-27T00:00:00,2023-11-29T00:00:00,協力業者N社
CST-01713,PRJ-0145,経費,56432,確定請求,2026-02,2026-03,2026-02-13T00:00:00,2026-02-18T00:00:00,協力業者F社
CST-01714,PRJ-0068,外注費,54376,確定請求,2025-01,2025-02,2025-02-08T00:00:00,2025-02-10T00:00:00,資材メーカーD
CST-01715,PRJ-0113,外注費,80105,確定請求,2024-07,2024-08,2024-07-28T00:00:00,2024-08-01T00:00:00,資材メーカーA
CST-01716,PRJ-0077,外注費,46986,確定請求,2024-01,2024-02,2024-01-30T00:00:00,2024-02-04T00:00:00,協力業者S社
CST-01717,PRJ-0167,外注費,5103,確定請求,2026-02,2026-03,2026-02-18T00:00:00,2026-02-18T00:00:00,資材メーカーF
CST-01718,PRJ-0115,経費,93358,現場見込み,2024-03,2024-04,2024-03-26T00:00:00,,協力業者P社
CST-01719,PRJ-0063,外注費,107736,確定請求,2024-06,2024-07,2024-06-13T00:00:00,2024-06-15T00:00:00,協力業者Q社
CST-01720,PRJ-0054,外注費,46202,口頭発注,2024-10,2024-11,2024-10-11T00:00:00,,協力業者E社
CST-01721,PRJ-0169,外注費,53844,確定請求,2024-10,2024-11,2024-10-08T00:00:00,2024-10-08T00:00:00,協力業者I社
CST-01722,PRJ-0057,労務費,4178,口頭発注,2025-05,2025-06,2025-06-03T00:00:00,,協力業者T社
CST-01723,PRJ-0132,外注費,11919,現場見込み,2025-10,2025-11,2025-10-13T00:00:00,,資材メーカーB
CST-01724,PRJ-0160,材料費,2750,口頭発注,2026-05,2026-06,2026-05-20T00:00:00,,資材メーカーF
CST-01725,PRJ-0165,材料費,27821,確定請求,2024-04,2024-05,2024-04-30T00:00:00,2024-05-03T00:00:00,資材メーカーF
CST-01726,PRJ-0164,材料費,113643,確定請求,2025-02,2025-03,2025-02-15T00:00:00,2025-02-15T00:00:00,資材メーカーF
CST-01727,PRJ-0028,外注費,19918,口頭発注,2026-03,2026-04,2026-03-27T00:00:00,,協力業者C社
CST-01728,PRJ-0092,外注費,61699,確定請求,2023-11,2023-12,2023-11-27T00:00:00,2023-11-30T00:00:00,資材メーカーG
CST-01729,PRJ-0132,経費,11386,確定請求,2026-02,2026-03,2026-02-09T00:00:00,2026-02-14T00:00:00,協力業者H社
CST-01730,PRJ-0150,材料費,6344,確定請求,2024-07,2024-08,2024-07-20T00:00:00,2024-07-25T00:00:00,協力業者G社
CST-01731,PRJ-0043,経費,5359,確定請求,2024-10,2024-11,2024-10-28T00:00:00,2024-10-28T00:00:00,協力業者B社
CST-01732,PRJ-0063,外注費,82351,確定請求,2024-05,2024-06,2024-05-12T00:00:00,2024-05-15T00:00:00,協力業者F社
CST-01733,PRJ-0019,外注費,4334,口頭発注,2024-05,2024-06,2024-05-12T00:00:00,,協力業者J社
CST-01734,PRJ-0188,経費,84452,確定請求,2027-03,2027-04,2027-03-20T00:00:00,2027-03-25T00:00:00,協力業者H社
CST-01735,PRJ-0087,材料費,33009,口頭発注,2025-01,2025-02,2025-01-31T00:00:00,,協力業者P社
CST-01736,PRJ-0135,材料費,9102,確定請求,2024-09,2024-10,2024-09-26T00:00:00,2024-09-26T00:00:00,協力業者Q社
CST-01737,PRJ-0061,材料費,102499,確定請求,2023-11,2023-12,2023-11-19T00:00:00,2023-11-22T00:00:00,資材メーカーJ
CST-01738,PRJ-0157,外注費,21901,確定請求,2024-12,2025-01,2024-12-25T00:00:00,2024-12-25T00:00:00,協力業者Q社
CST-01739,PRJ-0163,外注費,111027,現場見込み,2025-03,2025-04,2025-03-10T00:00:00,,資材メーカーH
CST-01740,PRJ-0183,外注費,78925,確定請求,2027-04,2027-05,2027-04-22T00:00:00,2027-04-24T00:00:00,資材メーカーJ
CST-01741,PRJ-0184,労務費,33786,確定請求,2025-05,2025-06,2025-05-31T00:00:00,2025-06-02T00:00:00,協力業者I社
CST-01742,PRJ-0144,外注費,14599,現場見込み,2025-07,2025-08,2025-08-02T00:00:00,,協力業者S社
CST-01743,PRJ-0145,外注費,74798,確定請求,2026-08,2026-09,2026-08-11T00:00:00,2026-08-16T00:00:00,資材メーカーE
CST-01744,PRJ-0086,材料費,125650,確定請求,2024-09,2024-10,2024-09-10T00:00:00,2024-09-14T00:00:00,協力業者S社
CST-01745,PRJ-0126,外注費,59593,確定請求,2025-09,2025-10,2025-10-03T00:00:00,2025-10-05T00:00:00,資材メーカーB
CST-01746,PRJ-0029,外注費,12873,確定請求,2025-03,2025-04,2025-03-31T00:00:00,2025-03-31T00:00:00,協力業者A社
CST-01747,PRJ-0070,外注費,22291,確定請求,2024-03,2024-04,2024-04-02T00:00:00,2024-04-06T00:00:00,協力業者N社
CST-01748,PRJ-0099,労務費,38242,確定請求,2025-03,2025-04,2025-03-21T00:00:00,2025-03-23T00:00:00,資材メーカーB
CST-01749,PRJ-0115,材料費,85724,確定請求,2024-03,2024-04,2024-03-12T00:00:00,2024-03-14T00:00:00,資材メーカーD
CST-01750,PRJ-0180,外注費,15753,確定請求,2026-02,2026-03,2026-02-27T00:00:00,2026-03-03T00:00:00,協力業者B社
CST-01751,PRJ-0029,外注費,11245,確定請求,2023-12,2024-01,2023-12-30T00:00:00,2024-01-04T00:00:00,協力業者B社
CST-01752,PRJ-0173,外注費,24428,確定請求,2024-04,2024-05,2024-04-29T00:00:00,2024-05-04T00:00:00,協力業者T社
CST-01753,PRJ-0171,外注費,53890,確定請求,2023-09,2023-10,2023-09-16T00:00:00,2023-09-17T00:00:00,協力業者C社
CST-01754,PRJ-0175,外注費,99463,確定請求,2025-04,2025-05,2025-04-15T00:00:00,2025-04-16T00:00:00,資材メーカーB
CST-01755,PRJ-0103,材料費,68946,現場見込み,2023-08,2023-09,2023-08-14T00:00:00,,資材メーカーC
CST-01756,PRJ-0066,外注費,4948,確定請求,2026-03,2026-04,2026-03-24T00:00:00,2026-03-29T00:00:00,協力業者J社
CST-01757,PRJ-0135,労務費,5858,確定請求,2024-07,2024-08,2024-07-18T00:00:00,2024-07-20T00:00:00,資材メーカーA
CST-01758,PRJ-0147,経費,35711,確定請求,2025-02,2025-03,2025-03-06T00:00:00,2025-03-08T00:00:00,資材メーカーC
CST-01759,PRJ-0010,外注費,45141,口頭発注,2024-07,2024-08,2024-07-17T00:00:00,,資材メーカーE
CST-01760,PRJ-0182,経費,53464,確定請求,2023-09,2023-10,2023-09-12T00:00:00,2023-09-15T00:00:00,資材メーカーE
CST-01761,PRJ-0050,外注費,28706,確定請求,2024-05,2024-06,2024-05-13T00:00:00,2024-05-15T00:00:00,協力業者K社
CST-01762,PRJ-0138,労務費,27201,口頭発注,2024-03,2024-04,2024-03-21T00:00:00,,協力業者F社
CST-01763,PRJ-0189,材料費,10874,口頭発注,2025-11,2025-12,2025-11-30T00:00:00,,協力業者P社
CST-01764,PRJ-0040,労務費,10208,現場見込み,2024-11,2024-12,2024-11-21T00:00:00,,協力業者M社
CST-01765,PRJ-0064,外注費,24556,確定請求,2024-12,2025-01,2024-12-07T00:00:00,2024-12-11T00:00:00,協力業者D社
CST-01766,PRJ-0126,材料費,53236,確定請求,2026-05,2026-06,2026-05-13T00:00:00,2026-05-17T00:00:00,協力業者N社
CST-01767,PRJ-0055,経費,24438,確定請求,2025-01,2025-02,2025-02-03T00:00:00,2025-02-08T00:00:00,協力業者D社
CST-01768,PRJ-0139,外注費,61743,確定請求,2024-10,2024-11,2024-10-16T00:00:00,2024-10-16T00:00:00,協力業者D社
CST-01769,PRJ-0031,労務費,1795,確定請求,2024-01,2024-02,2024-01-20T00:00:00,2024-01-23T00:00:00,協力業者S社
CST-01770,PRJ-0038,材料費,161510,確定請求,2023-06,2023-07,2023-06-19T00:00:00,2023-06-20T00:00:00,資材メーカーI
CST-01771,PRJ-0019,外注費,5588,確定請求,2023-09,2023-10,2023-09-05T00:00:00,2023-09-10T00:00:00,資材メーカーJ
CST-01772,PRJ-0032,外注費,55292,口頭発注,2025-11,2025-12,2025-11-25T00:00:00,,協力業者I社
CST-01773,PRJ-0072,材料費,61635,確定請求,2026-03,2026-04,2026-03-26T00:00:00,2026-03-30T00:00:00,資材メーカーI
CST-01774,PRJ-0198,外注費,93050,確定請求,2024-06,2024-07,2024-06-14T00:00:00,2024-06-17T00:00:00,協力業者Q社
CST-01775,PRJ-0004,経費,7238,確定請求,2025-02,2025-03,2025-02-13T00:00:00,2025-02-17T00:00:00,協力業者M社
CST-01776,PRJ-0064,経費,34632,口頭発注,2024-07,2024-08,2024-07-28T00:00:00,,協力業者A社
CST-01777,PRJ-0004,材料費,7066,確定請求,2025-06,2025-07,2025-06-28T00:00:00,2025-06-28T00:00:00,資材メーカーG
CST-01778,PRJ-0123,材料費,61219,確定請求,2026-11,2026-12,2026-11-08T00:00:00,2026-11-10T00:00:00,資材メーカーJ
CST-01779,PRJ-0100,外注費,5024,確定請求,2026-02,2026-03,2026-02-07T00:00:00,2026-02-12T00:00:00,協力業者M社
CST-01780,PRJ-0051,材料費,63671,現場見込み,2025-04,2025-05,2025-04-12T00:00:00,,協力業者L社
CST-01781,PRJ-0068,材料費,66946,現場見込み,2025-03,2025-04,2025-03-15T00:00:00,,協力業者C社
CST-01782,PRJ-0042,材料費,39551,確定請求,2026-05,2026-06,2026-05-22T00:00:00,2026-05-27T00:00:00,資材メーカーE
CST-01783,PRJ-0056,外注費,74682,確定請求,2026-01,2026-02,2026-01-18T00:00:00,2026-01-18T00:00:00,協力業者F社
CST-01784,PRJ-0132,労務費,10678,確定請求,2026-02,2026-03,2026-02-05T00:00:00,2026-02-07T00:00:00,資材メーカーB
CST-01785,PRJ-0125,労務費,63623,確定請求,2024-07,2024-08,2024-07-24T00:00:00,2024-07-29T00:00:00,協力業者M社
CST-01786,PRJ-0115,外注費,108902,確定請求,2024-07,2024-08,2024-07-13T00:00:00,2024-07-13T00:00:00,協力業者L社
CST-01787,PRJ-0113,経費,65703,確定請求,2025-01,2025-02,2025-02-02T00:00:00,2025-02-03T00:00:00,資材メーカーD
CST-01788,PRJ-0047,経費,25096,確定請求,2023-05,2023-06,2023-06-01T00:00:00,2023-06-06T00:00:00,協力業者G社
CST-01789,PRJ-0152,外注費,49718,現場見込み,2027-03,2027-04,2027-03-30T00:00:00,,協力業者H社
CST-01790,PRJ-0054,外注費,32830,確定請求,2025-02,2025-03,2025-02-27T00:00:00,2025-03-04T00:00:00,協力業者C社
CST-01791,PRJ-0161,外注費,52780,口頭発注,2026-04,2026-05,2026-04-27T00:00:00,,協力業者P社
CST-01792,PRJ-0066,外注費,5368,現場見込み,2026-10,2026-11,2026-10-04T00:00:00,,協力業者A社
CST-01793,PRJ-0102,労務費,111553,現場見込み,2024-12,2025-01,2024-12-28T00:00:00,,協力業者B社
CST-01794,PRJ-0129,材料費,43573,確定請求,2025-02,2025-03,2025-02-05T00:00:00,2025-02-06T00:00:00,協力業者M社
CST-01795,PRJ-0003,経費,16345,確定請求,2025-07,2025-08,2025-08-08T00:00:00,2025-08-11T00:00:00,資材メーカーB
CST-01796,PRJ-0025,材料費,4482,現場見込み,2027-10,2027-11,2027-11-05T00:00:00,,資材メーカーH
CST-01797,PRJ-0117,材料費,83245,確定請求,2023-12,2024-01,2023-12-29T00:00:00,2023-12-30T00:00:00,資材メーカーD
CST-01798,PRJ-0001,労務費,48085,確定請求,2023-12,2024-01,2023-12-24T00:00:00,2023-12-27T00:00:00,協力業者B社
CST-01799,PRJ-0181,外注費,25018,確定請求,2023-12,2024-01,2023-12-18T00:00:00,2023-12-18T00:00:00,協力業者P社
CST-01800,PRJ-0017,経費,53809,確定請求,2025-09,2025-10,2025-09-06T00:00:00,2025-09-06T00:00:00,資材メーカーC
CST-01801,PRJ-0088,材料費,62131,確定請求,2025-06,2025-07,2025-06-13T00:00:00,2025-06-15T00:00:00,資材メーカーA
CST-01802,PRJ-0066,材料費,8653,口頭発注,2025-10,2025-11,2025-10-17T00:00:00,,協力業者O社
CST-01803,PRJ-0073,材料費,8476,確定請求,2026-03,2026-04,2026-04-10T00:00:00,2026-04-10T00:00:00,資材メーカーG
CST-01804,PRJ-0065,労務費,49182,確定請求,2025-11,2025-12,2025-11-20T00:00:00,2025-11-24T00:00:00,協力業者D社
CST-01805,PRJ-0118,外注費,10206,確定請求,2025-02,2025-03,2025-02-28T00:00:00,2025-02-28T00:00:00,協力業者T社
CST-01806,PRJ-0124,材料費,83143,口頭発注,2025-03,2025-04,2025-04-01T00:00:00,,協力業者G社
CST-01807,PRJ-0029,外注費,7439,確定請求,2024-08,2024-09,2024-09-03T00:00:00,2024-09-05T00:00:00,資材メーカーF
CST-01808,PRJ-0085,経費,11832,現場見込み,2023-10,2023-11,2023-11-09T00:00:00,,資材メーカーB
CST-01809,PRJ-0188,外注費,60039,確定請求,2027-03,2027-04,2027-04-01T00:00:00,2027-04-02T00:00:00,協力業者E社
CST-01810,PRJ-0164,外注費,230739,確定請求,2025-12,2026-01,2025-12-12T00:00:00,2025-12-13T00:00:00,協力業者B社
CST-01811,PRJ-0004,材料費,6807,確定請求,2024-12,2025-01,2024-12-23T00:00:00,2024-12-25T00:00:00,協力業者C社
CST-01812,PRJ-0187,外注費,29649,確定請求,2025-07,2025-08,2025-07-23T00:00:00,2025-07-24T00:00:00,資材メーカーE
CST-01813,PRJ-0160,材料費,4934,現場見込み,2026-05,2026-06,2026-05-20T00:00:00,,協力業者R社
CST-01814,PRJ-0091,外注費,20737,確定請求,2024-08,2024-09,2024-08-25T00:00:00,2024-08-25T00:00:00,協力業者H社
